GENERAL INFO
name,null
elevation (m),2390.7539524519816
aspect,null
air temperature (c),null
slope angle (deg),null
profilePrivacy,public
totalSnowDepth (cm),null
freeText,null
collectionTime,Dec 6 2024 13:34 MST
collectionTime (Unix Time),1733517279.0
creator name,HP Marshall
org name,null
108,11.23,null
109,11.23,null
110,11.38,null
111,10.73,null
112,11.18,null
113,11.78,null
114,10.83,null
115,10.29,null
116,10.83,null
117,11.43,null
118,11.88,null
119,12.13,null
120,11.03,null
121,11.28,null
122,11.28,null
123,12.72,null
124,10.34,null
125,9.74,null
126,10.34,null
127,11.23,null
128,9.94,null
129,12.38,null
130,11.93,null
131,11.93,null
132,10.83,null
133,11.28,null
134,11.28,null
135,12.72,null
136,11.23,null
137,12.43,null
138,11.63,null
139,10.88,null
140,12.82,null
141,12.18,null
142,11.78,null
143,12.13,null
144,11.78,null
145,11.68,null
146,11.93,null
147,11.18,null
148,13.32,null
149,12.33,null
150,10.93,null
151,13.42,null
152,11.68,null
153,10.04,null
154,10.93,null
155,9.39,null
156,11.03,null
157,12.52,null
158,11.28,null
159,12.43,null
160,11.73,null
161,14.07,null
162,12.43,null
163,12.43,null
164,11.18,null
165,12.18,null
166,11.83,null
167,14.26,null
168,11.68,null
169,11.53,null
170,10.04,null
171,12.77,null
172,10.14,null
173,10.49,null
174,12.13,null
175,12.92,null
176,16.5,null
177,16.5,null
178,17.15,null
179,19.58,null
180,18.04,null
181,18.49,null
182,20.53,null
183,19.58,null
184,20.53,null
185,16.95,null
186,16.55,null
187,16.9,null
188,15.06,null
189,13.92,null
190,13.62,null
191,13.62,null
192,13.62,null
193,13.37,null
194,13.37,null
195,17.1,null
196,14.81,null
197,16.0,null
198,20.83,null
199,18.59,null
200,18.94,null
201,14.91,null
202,15.71,null
203,15.96,null
204,13.87,null
205,17.3,null
206,13.87,null
207,17.3,null
208,16.85,null
209,17.55,null
210,17.55,null
211,15.06,null
212,16.5,null
213,16.0,null
214,15.66,null
215,14.46,null
216,14.91,null
217,18.09,null
218,14.66,null
219,16.0,null
220,17.1,null
221,17.35,null
222,17.35,null
223,16.35,null
224,16.2,null
225,16.2,null
226,16.25,null
227,16.25,null
228,17.35,null
229,16.15,null
230,16.15,null
231,21.28,null
232,21.28,null
233,16.5,null
234,17.4,null
235,23.26,null
236,19.14,null
237,21.28,null
238,24.26,null
239,11.53,null
240,11.93,null
241,18.44,null
242,5.22,null
243,4.62,null
244,6.31,null
245,6.31,null
246,6.31,null
247,11.43,null
248,5.66,null
249,7.06,null
250,54.84,null
251,54.84,null
252,20.53,null
253,28.58,null
254,78.6,null
255,21.08,null
256,45.34,null
257,45.34,null
258,9.99,null
259,11.23,null
260,11.23,null
261,21.97,null
262,9.74,null
263,9.14,null
264,9.39,null
265,9.39,null
266,9.39,null
267,7.01,null
268,6.96,null
269,7.3,null
270,14.66,null
271,14.66,null
272,11.53,null
273,11.53,null
274,11.18,null
275,20.53,null
276,16.35,null
277,16.9,null
278,18.74,null
279,13.82,null
280,16.6,null
281,16.6,null
282,13.42,null
283,16.35,null
284,17.3,null
285,16.6,null
286,16.6,null
287,16.6,null
288,20.63,null
289,20.63,null
290,19.93,null
291,19.58,null
292,38.73,null
293,38.73,null
294,26.35,null
295,34.7,null
296,50.61,null
297,50.61,null
298,43.35,null
299,43.35,null
300,51.95,null
301,20.38,null
302,15.41,null
303,15.41,null
304,26.64,null
305,15.41,null
306,16.4,null
307,15.41,null
308,15.41,null
309,15.41,null
310,18.99,null
311,18.99,null
312,15.16,null
313,18.24,null
314,21.08,null
315,21.08,null
316,21.23,null
317,21.23,null
318,23.66,null
319,22.32,null
320,22.22,null
321,16.7,null
322,18.99,null
323,19.49,null
324,18.79,null
325,18.79,null
326,19.14,null
327,19.14,null
328,21.67,null
329,23.21,null
330,23.21,null
331,22.77,null
332,22.77,null
333,22.77,null
334,26.89,null
335,25.8,null
336,26.3,null
337,23.46,null
338,23.46,null
339,26.89,null
340,26.89,null
341,25.45,null
342,17.75,null
343,13.32,null
344,24.41,null
345,22.27,null
346,12.38,null
347,12.43,null
348,12.43,null
349,12.87,null
350,12.87,null
351,11.73,null
352,10.93,null
353,10.93,null
354,10.83,null
355,10.83,null
356,10.83,null
357,13.37,null
358,13.37,null
359,11.43,null
360,10.98,null
361,10.93,null
362,10.93,null
363,13.32,null
364,9.99,null
365,15.26,null
366,15.26,null
367,14.12,null
368,14.12,null
369,12.57,null
370,14.17,null
371,14.17,null
372,14.17,null
373,13.67,null
374,13.67,null
375,14.46,null
376,14.96,null
377,14.46,null
378,14.46,null
379,14.46,null
380,23.71,null
381,23.71,null
382,15.01,null
383,20.33,null
384,24.86,null
385,24.86,null
386,27.24,null
387,27.24,null
388,30.18,null
389,21.37,null
390,18.29,null
391,26.5,null
392,22.02,null
393,18.74,null
394,17.0,null
395,17.0,null
396,19.14,null
397,19.14,null
398,15.86,null
399,15.86,null
400,15.86,null
401,15.86,null
402,16.4,null
403,16.4,null
404,16.4,null
405,11.88,null
406,15.76,null
407,15.61,null
408,12.62,null
409,12.62,null
410,13.67,null
411,13.67,null
412,13.67,null
413,19.39,null
414,19.39,null
415,16.3,null
416,16.3,null
417,14.46,null
418,21.37,null
419,19.14,null
420,19.14,null
421,21.37,null
422,21.97,null
423,25.05,null
424,25.05,null
425,19.19,null
426,19.19,null
427,19.19,null
428,20.38,null
429,24.61,null
430,20.58,null
431,25.7,null
432,25.7,null
433,23.21,null
434,23.21,null
435,25.7,null
436,31.62,null
437,30.57,null
438,26.3,null
439,30.18,null
440,27.44,null
441,26.25,null
442,26.25,null
443,26.05,null
444,26.05,null
445,31.32,null
446,38.58,null
447,29.28,null
448,29.28,null
449,29.28,null
450,36.54,null
451,36.54,null
452,36.99,null
453,37.93,null
454,34.25,null
455,34.25,null
456,32.16,null
457,34.95,null
458,30.47,null
459,36.94,null
460,36.59,null
461,40.47,null
462,43.4,null
463,43.4,null
464,40.47,null
465,40.47,null
466,44.79,null
467,54.24,null
468,41.61,null
469,41.61,null
470,41.61,null
471,54.14,null
472,59.01,null
473,59.16,null
474,44.39,null
475,48.52,null
476,39.57,null
477,52.95,null
478,62.44,null
479,48.32,null
480,46.78,null
481,54.24,null
482,52.8,null
483,57.57,null
484,51.01,null
485,47.83,null
486,51.01,null
487,51.01,null
488,44.05,null
489,46.73,null
490,44.05,null
491,40.27,null
492,40.27,null
493,38.83,null
494,34.9,null
495,39.42,null
496,33.61,null
497,32.31,null
498,34.4,null
499,29.03,null
500,29.03,null
501,36.49,null
502,30.03,null
503,30.03,null
504,27.69,null
505,37.38,null
506,30.03,null
507,35.3,null
508,43.35,null
509,43.35,null
510,40.52,null
511,43.1,null
512,37.14,null
513,36.74,null
514,37.14,null
515,46.09,null
516,48.22,null
517,36.59,null
518,62.15,null
519,62.15,null
520,56.73,null
521,65.38,null
522,66.52,null
523,70.1,null
524,51.55,null
525,51.55,null
526,49.37,null
527,52.05,null
528,41.66,null
529,41.91,null
530,41.96,null
531,46.78,null
532,43.05,null
533,42.8,null
534,43.85,null
535,42.8,null
536,42.8,null
537,45.49,null
538,45.84,null
539,48.27,null
540,59.41,null
541,51.16,null
542,56.68,null
543,67.07,null
544,58.71,null
545,62.69,null
546,61.8,null
547,56.43,null
548,59.46,null
549,63.04,null
550,63.04,null
551,54.84,null
552,71.64,null
553,65.87,null
554,70.8,null
555,73.48,null
556,73.13,null
557,73.13,null
558,79.6,null
559,74.72,null
560,89.04,null
561,81.73,null
562,78.15,null
563,84.22,null
564,84.22,null
565,83.47,null
566,81.88,null
567,87.75,null
568,75.82,null
569,82.08,null
570,78.85,null
571,67.42,null
572,71.44,null
573,69.06,null
574,67.07,null
575,68.76,null
576,63.09,null
577,63.09,null
578,55.78,null
579,68.96,null
580,65.38,null
581,73.88,null
582,66.67,null
583,71.29,null
584,73.88,null
585,76.17,null
586,71.99,null
587,60.55,null
588,72.19,null
589,59.76,null
590,59.76,null
591,60.85,null
592,58.02,null
593,60.21,null
594,60.21,null
595,55.18,null
596,63.74,null
597,51.5,null
598,53.49,null
599,60.11,null
600,62.69,null
601,67.66,null
602,57.97,null
603,68.86,null
604,68.86,null
605,59.66,null
606,79.8,null
607,76.56,null
608,91.33,null
609,89.54,null
610,89.54,null
611,98.89,null
612,102.42,null
613,95.86,null
614,112.11,null
615,110.67,null
616,104.71,null
617,120.37,null
618,92.52,null
619,92.72,null
620,93.27,null
621,86.66,null
622,87.3,null
623,88.5,null
624,91.08,null
625,85.76,null
626,90.88,null
627,85.86,null
628,90.34,null
629,89.94,null
630,93.92,null
631,91.88,null
632,105.6,null
633,99.88,null
634,100.23,null
635,114.0,null
636,103.66,null
637,107.49,null
638,100.33,null
639,92.57,null
640,127.48,null
641,154.33,null
642,159.45,null
643,162.23,null
644,138.61,null
645,102.72,null
646,115.89,null
647,89.14,null
648,88.84,null
649,78.7,null
650,78.11,null
651,75.42,null
652,71.39,null
653,70.05,null
654,67.76,null
655,66.07,null
656,63.39,null
657,56.63,null
658,54.99,null
659,52.6,null
660,57.12,null
661,60.75,null
662,57.22,null
663,52.25,null
664,57.72,null
665,57.67,null
666,52.05,null
667,67.07,null
668,67.07,null
669,59.06,null
670,64.98,null
671,62.24,null
672,68.76,null
673,67.22,null
674,64.33,null
675,71.89,null
676,72.69,null
677,72.24,null
678,70.15,null
679,71.59,null
680,72.83,null
681,72.83,null
682,67.81,null
683,69.11,null
684,73.63,null
685,75.42,null
686,79.7,null
687,68.36,null
688,79.7,null
689,79.75,null
690,77.71,null
691,81.78,null
692,70.25,null
693,71.14,null
694,77.16,null
695,68.21,null
696,68.21,null
697,70.8,null
698,70.55,null
699,69.21,null
700,69.01,null
701,71.04,null
702,71.29,null
703,69.95,null
704,121.51,null
705,88.94,null
706,101.62,null
707,99.29,null
708,97.25,null
709,116.69,null
710,102.97,null
711,102.97,null
712,97.25,null
713,94.11,null
714,98.79,null
715,85.02,null
716,99.29,null
717,87.3,null
718,68.96,null
719,70.6,null
720,70.35,null
721,69.25,null
722,66.37,null
723,60.9,null
724,69.5,null
725,67.81,null
726,64.33,null
727,65.43,null
728,63.69,null
729,65.97,null
730,64.18,null
731,74.87,null
732,68.16,null
733,71.09,null
734,68.56,null
735,63.54,null
736,63.54,null
737,71.64,null
738,65.33,null
739,66.22,null
740,69.95,null
741,65.97,null
742,67.71,null
743,66.42,null
744,71.44,null
745,68.06,null
746,77.26,null
747,75.02,null
748,83.52,null
749,87.8,null
750,88.89,null
751,107.74,null
752,92.92,null
753,100.68,null
754,99.48,null
755,101.27,null
756,88.84,null
757,96.05,null
758,86.16,null
759,88.4,null
760,92.62,null
761,88.1,null
762,86.51,null
763,85.02,null
764,85.12,null
765,85.41,null
766,91.58,null
767,87.45,null
768,94.41,null
769,94.07,null
770,94.46,null
771,81.24,null
772,87.4,null
773,94.86,null
774,88.75,null
775,88.55,null
776,86.01,null
777,72.79,null
778,76.17,null
779,69.85,null
780,59.91,null
781,70.3,null
782,60.11,null
783,65.77,null
784,67.42,null
785,69.6,null
786,68.16,null
787,69.95,null
788,64.13,null
789,76.17,null
790,70.25,null
791,73.73,null
792,68.61,null
793,79.0,null
794,77.16,null
795,68.81,null
796,70.1,null
797,70.8,null
798,65.58,null
799,69.85,null
800,66.47,null
801,68.31,null
802,63.44,null
803,69.45,null
804,74.62,null
805,60.9,null
806,64.88,null
807,67.56,null
808,63.34,null
809,66.22,null
810,59.46,null
811,61.5,null
812,61.05,null
813,66.32,null
814,69.65,null
815,64.58,null
816,50.81,null
817,33.75,null
818,44.3,null
819,34.8,null
820,28.48,null
821,22.92,null
822,17.89,null
823,24.26,null
824,22.67,null
825,19.29,null
826,20.68,null
827,16.6,null
828,16.2,null
829,17.84,null
830,19.14,null
831,19.19,null
832,15.61,null
833,14.41,null
834,17.0,null
835,19.78,null
836,20.38,null
837,19.83,null
838,19.04,null
839,17.79,null
840,19.88,null
841,21.52,null
842,17.55,null
843,23.26,null
844,19.73,null
845,20.83,null
846,18.99,null
847,16.2,null
848,20.38,null
849,20.98,null
850,21.32,null
851,24.06,null
852,16.5,null
853,18.59,null
854,19.78,null
855,22.57,null
856,18.94,null
857,20.28,null
858,19.93,null
859,18.49,null
860,18.29,null
861,21.32,null
862,20.83,null
863,20.08,null
864,18.54,null
865,21.82,null
866,17.05,null
867,18.54,null
868,18.29,null
869,19.98,null
870,20.33,null
871,19.39,null
872,27.84,null
873,20.43,null
874,23.07,null
875,27.84,null
876,25.05,null
877,21.28,null
878,27.19,null
879,25.8,null
880,25.25,null
881,29.03,null
882,27.94,null
883,25.05,null
884,29.78,null
885,26.45,null
886,36.94,null
887,35.05,null
888,43.35,null
889,42.75,null
890,31.52,null
891,38.68,null
892,33.9,null
893,29.68,null
894,38.48,null
895,33.01,null
896,38.83,null
897,34.25,null
898,31.82,null
899,33.36,null
900,32.46,null
901,33.16,null
902,27.24,null
903,27.39,null
904,30.57,null
905,31.12,null
906,32.16,null
907,29.98,null
908,29.03,null
909,26.35,null
910,31.57,null
911,32.86,null
912,24.61,null
913,30.03,null
914,27.84,null
915,32.56,null
916,31.02,null
917,34.6,null
918,34.15,null
919,35.45,null
920,34.8,null
921,36.84,null
922,30.42,null
923,32.01,null
924,35.64,null
925,42.31,null
926,49.27,null
927,44.2,null
928,49.81,null
929,49.47,null
930,49.42,null
931,48.52,null
932,52.15,null
933,49.42,null
934,50.51,null
935,49.67,null
936,53.25,null
937,43.55,null
938,45.94,null
939,51.7,null
940,53.34,null
941,62.44,null
942,70.5,null
943,88.45,null
944,74.13,null
945,90.83,null
