nan,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260,1270,1280,1290,1300,1310,1320,1330,1340,1350,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400
0.04585,0.799,0.73126,0.6741,0.62524,0.58297,0.54607,0.51355,0.48469,0.4589,0.43572,0.41477,0.39573,0.37837,0.36247,0.34785,0.33437,0.32189,0.31031,0.29953,0.28948,0.28008,0.27127,0.263,0.25522,0.24788,0.24096,0.23441,0.2282,0.22232,0.21674,0.21142,0.20636,0.20154,0.19694,0.19254,0.18834,0.18431,0.18046,0.17676,0.17321,0.1698,0.16652,0.16337,0.16033,0.1574,0.15458,0.15186,0.14923,0.1467,0.14424,0.14187,0.13957,0.13735,0.1352,0.13311,0.13109,0.12913,0.12722,0.12537,0.12358,0.12183,0.12013,0.11848,0.11688,0.11531,0.11379,0.11231,0.11087,0.10946,0.10809,0.10675,0.10545,0.10417,0.10293,0.10172,0.10053,0.099371,0.098239,0.097133,0.096051,0.094993,0.093959,0.092946,0.091955,0.090985,0.090035,0.089105,0.088194,0.087301,0.086426,0.085569,0.084728,0.083904,0.083096,0.082303,0.081525,0.080762,0.080012,0.079277,0.078555,0.077846,0.077149,0.076466,0.075794,0.075133,0.074484,0.073847,0.07322,0.072603,0.071997,0.071401,0.070815,0.070238,0.069671,0.069113,0.068563,0.068023,0.06749,0.066966,0.06645,0.065942,0.065442,0.064949,0.064464,0.063985,0.063514,0.06305,0.062592,0.062141,0.061697,0.061259,0.060827,0.060401,0.059981,0.059566,0.059158,0.058755,0.058357,0.057965,0.057578,0.057196,0.05682,0.056448,0.056081,0.055718,0.055361,0.055008,0.054659,0.054315,0.053975,0.053639,0.053308,0.05298,0.052657,0.052337,0.052022,0.05171,0.051402,0.051097,0.050796,0.050499,0.050205,0.049914,0.049627,0.049343,0.049062,0.048785,0.04851,0.048239,0.047971,0.047706,0.047443,0.047184,0.046927,0.046673,0.046422,0.046173,0.045927,0.045684,0.045443,0.045205,0.044969,0.044736,0.044505,0.044277,0.044051,0.043827,0.043605,0.043386,0.043169,0.042954,0.042741,0.04253,0.042322,0.042115,0.04191,0.041708,0.041507,0.041308,0.041111,0.040916,0.040723,0.040532,0.040342,0.040154,0.039968,0.039784,0.039601,0.03942,0.039241,0.039063,0.038887,0.038712,0.038539,0.038368,0.038198,0.03803,0.037863,0.037697,0.037533,0.03737,0.037209,0.037049,0.036891,0.036734,0.036578,0.036424,0.03627,0.036118,0.035968,0.035818,0.03567,0.035523,0.035378,0.035233,0.03509,0.034948,0.034807
0.068775,0.85628,0.80128,0.75293,0.71007,0.67183,0.6375,0.60651,0.57839,0.55277,0.52931,0.50777,0.48791,0.46955,0.45252,0.43668,0.42191,0.40811,0.39518,0.38305,0.37164,0.36089,0.35074,0.34115,0.33207,0.32346,0.31529,0.30751,0.30012,0.29307,0.28634,0.27992,0.27377,0.26789,0.26226,0.25686,0.25168,0.2467,0.24192,0.23732,0.23289,0.22862,0.22451,0.22054,0.21671,0.21301,0.20943,0.20597,0.20263,0.19939,0.19625,0.19321,0.19027,0.18741,0.18464,0.18194,0.17933,0.17679,0.17432,0.17191,0.16958,0.1673,0.16509,0.16293,0.16083,0.15879,0.15679,0.15484,0.15295,0.15109,0.14929,0.14752,0.1458,0.14411,0.14247,0.14086,0.13929,0.13775,0.13624,0.13477,0.13333,0.13192,0.13054,0.12919,0.12787,0.12657,0.1253,0.12405,0.12283,0.12163,0.12046,0.11931,0.11818,0.11707,0.11598,0.11491,0.11386,0.11283,0.11182,0.11083,0.10985,0.10889,0.10795,0.10702,0.10611,0.10522,0.10434,0.10347,0.10262,0.10179,0.10096,0.10015,0.099354,0.098569,0.097796,0.097035,0.096286,0.095549,0.094823,0.094107,0.093403,0.092709,0.092025,0.091351,0.090687,0.090033,0.089388,0.088752,0.088125,0.087507,0.086897,0.086296,0.085703,0.085119,0.084542,0.083973,0.083411,0.082857,0.082311,0.081771,0.081239,0.080713,0.080194,0.079682,0.079176,0.078677,0.078184,0.077697,0.077216,0.076741,0.076272,0.075809,0.075351,0.074898,0.074451,0.07401,0.073573,0.073142,0.072716,0.072294,0.071878,0.071466,0.071059,0.070656,0.070259,0.069865,0.069476,0.069091,0.068711,0.068334,0.067962,0.067594,0.06723,0.066869,0.066513,0.06616,0.065811,0.065466,0.065124,0.064786,0.064451,0.06412,0.063792,0.063468,0.063146,0.062828,0.062513,0.062202,0.061893,0.061588,0.061285,0.060986,0.060689,0.060395,0.060104,0.059816,0.059531,0.059248,0.058968,0.05869,0.058416,0.058143,0.057874,0.057606,0.057342,0.057079,0.056819,0.056562,0.056306,0.056053,0.055803,0.055554,0.055308,0.055064,0.054822,0.054582,0.054344,0.054109,0.053875,0.053643,0.053414,0.053186,0.05296,0.052736,0.052514,0.052294,0.052076,0.051859,0.051645,0.051432,0.051221,0.051011,0.050803,0.050597,0.050393,0.05019,0.049989,0.04979,0.049592
0.0917,0.88008,0.83575,0.79566,0.75924,0.72602,0.69557,0.66758,0.64176,0.61785,0.59567,0.57502,0.55576,0.53774,0.52086,0.505,0.49008,0.47602,0.46274,0.45018,0.43829,0.42701,0.41629,0.4061,0.3964,0.38715,0.37832,0.36988,0.36181,0.35409,0.34669,0.33959,0.33278,0.32624,0.31994,0.31389,0.30806,0.30244,0.29703,0.2918,0.28676,0.28189,0.27718,0.27262,0.26821,0.26395,0.25981,0.25581,0.25192,0.24815,0.2445,0.24094,0.2375,0.23414,0.23088,0.22771,0.22463,0.22163,0.21871,0.21586,0.21309,0.21039,0.20775,0.20518,0.20268,0.20023,0.19784,0.19551,0.19323,0.19101,0.18883,0.18671,0.18463,0.1826,0.18061,0.17866,0.17676,0.1749,0.17307,0.17129,0.16953,0.16782,0.16614,0.16449,0.16288,0.16129,0.15974,0.15822,0.15672,0.15525,0.15382,0.1524,0.15101,0.14965,0.14831,0.147,0.14571,0.14444,0.14319,0.14197,0.14076,0.13958,0.13841,0.13727,0.13614,0.13503,0.13394,0.13287,0.13182,0.13078,0.12975,0.12875,0.12775,0.12678,0.12582,0.12487,0.12394,0.12302,0.12211,0.12122,0.12034,0.11947,0.11862,0.11778,0.11695,0.11613,0.11532,0.11452,0.11374,0.11297,0.1122,0.11145,0.1107,0.10997,0.10925,0.10853,0.10783,0.10713,0.10644,0.10576,0.10509,0.10443,0.10378,0.10313,0.1025,0.10187,0.10124,0.10063,0.10002,0.099424,0.098832,0.098246,0.097668,0.097096,0.096531,0.095973,0.095421,0.094875,0.094336,0.093802,0.093275,0.092753,0.092238,0.091727,0.091223,0.090724,0.090231,0.089743,0.08926,0.088782,0.088309,0.087842,0.087379,0.086921,0.086468,0.08602,0.085576,0.085137,0.084702,0.084272,0.083846,0.083424,0.083007,0.082594,0.082184,0.081779,0.081378,0.080981,0.080587,0.080198,0.079812,0.07943,0.079051,0.078676,0.078305,0.077937,0.077573,0.077212,0.076854,0.076499,0.076148,0.0758,0.075456,0.075114,0.074775,0.07444,0.074107,0.073778,0.073451,0.073127,0.072806,0.072488,0.072173,0.07186,0.07155,0.071243,0.070938,0.070636,0.070337,0.07004,0.069745,0.069453,0.069164,0.068876,0.068592,0.068309,0.068029,0.067751,0.067476,0.067202,0.066931,0.066662,0.066395,0.066131,0.065868,0.065608,0.065349,0.065093,0.064838
0.11463,0.89024,0.85329,0.81928,0.78789,0.75881,0.7318,0.70665,0.68316,0.66119,0.64059,0.62123,0.60301,0.58583,0.5696,0.55424,0.5397,0.52589,0.51277,0.5003,0.48841,0.47708,0.46626,0.45592,0.44603,0.43656,0.42748,0.41877,0.41041,0.40238,0.39466,0.38722,0.38006,0.37317,0.36651,0.36009,0.35389,0.34791,0.34212,0.33652,0.3311,0.32585,0.32077,0.31584,0.31106,0.30642,0.30192,0.29755,0.29331,0.28918,0.28517,0.28127,0.27747,0.27378,0.27018,0.26668,0.26326,0.25993,0.25669,0.25352,0.25043,0.24742,0.24448,0.24161,0.2388,0.23606,0.23338,0.23076,0.2282,0.22569,0.22324,0.22084,0.2185,0.2162,0.21395,0.21175,0.20959,0.20747,0.2054,0.20337,0.20137,0.19942,0.19751,0.19563,0.19378,0.19197,0.1902,0.18845,0.18674,0.18506,0.18341,0.18179,0.1802,0.17863,0.17709,0.17558,0.17409,0.17263,0.17119,0.16978,0.16839,0.16702,0.16567,0.16435,0.16305,0.16176,0.1605,0.15926,0.15803,0.15683,0.15564,0.15447,0.15332,0.15218,0.15107,0.14996,0.14888,0.14781,0.14675,0.14571,0.14469,0.14368,0.14268,0.1417,0.14073,0.13977,0.13883,0.13789,0.13698,0.13607,0.13517,0.13429,0.13342,0.13256,0.13171,0.13087,0.13004,0.12923,0.12842,0.12762,0.12683,0.12606,0.12529,0.12453,0.12378,0.12304,0.12231,0.12158,0.12087,0.12016,0.11946,0.11877,0.11809,0.11742,0.11675,0.11609,0.11544,0.1148,0.11416,0.11353,0.1129,0.11229,0.11168,0.11107,0.11048,0.10989,0.1093,0.10872,0.10815,0.10759,0.10703,0.10647,0.10592,0.10538,0.10484,0.10431,0.10378,0.10326,0.10275,0.10224,0.10173,0.10123,0.10073,0.10024,0.099756,0.099275,0.098798,0.098325,0.097857,0.097393,0.096934,0.096479,0.096029,0.095582,0.09514,0.094702,0.094268,0.093837,0.093411,0.092988,0.09257,0.092155,0.091744,0.091336,0.090932,0.090532,0.090135,0.089741,0.089351,0.088965,0.088581,0.088201,0.087824,0.087451,0.08708,0.086713,0.086349,0.085988,0.08563,0.085275,0.084922,0.084573,0.084226,0.083883,0.083542,0.083204,0.082869,0.082536,0.082206,0.081878,0.081554,0.081231,0.080912,0.080595,0.08028,0.079968,0.079658,0.07935,0.079045
0.13755,0.89336,0.86263,0.83394,0.8071,0.78193,0.75828,0.73602,0.71503,0.69521,0.67645,0.65868,0.64182,0.62581,0.61057,0.59605,0.58221,0.569,0.55638,0.5443,0.53273,0.52165,0.51102,0.50081,0.49101,0.48158,0.4725,0.46376,0.45534,0.44722,0.43938,0.43182,0.42451,0.41744,0.4106,0.40399,0.39758,0.39138,0.38536,0.37953,0.37387,0.36838,0.36304,0.35786,0.35283,0.34793,0.34317,0.33854,0.33403,0.32964,0.32536,0.32119,0.31713,0.31317,0.3093,0.30554,0.30186,0.29827,0.29476,0.29134,0.28799,0.28472,0.28152,0.2784,0.27534,0.27235,0.26942,0.26656,0.26376,0.26101,0.25832,0.25569,0.25311,0.25058,0.2481,0.24567,0.24328,0.24094,0.23865,0.2364,0.23419,0.23203,0.2299,0.22781,0.22576,0.22374,0.22177,0.21982,0.21791,0.21603,0.21419,0.21237,0.21059,0.20884,0.20711,0.20542,0.20375,0.2021,0.20049,0.1989,0.19733,0.19579,0.19427,0.19278,0.19131,0.18986,0.18843,0.18703,0.18564,0.18428,0.18294,0.18161,0.1803,0.17902,0.17775,0.1765,0.17526,0.17405,0.17285,0.17166,0.1705,0.16935,0.16821,0.16709,0.16598,0.16489,0.16381,0.16275,0.1617,0.16066,0.15964,0.15863,0.15763,0.15665,0.15568,0.15472,0.15377,0.15283,0.1519,0.15099,0.15009,0.14919,0.14831,0.14744,0.14658,0.14573,0.14488,0.14405,0.14323,0.14241,0.14161,0.14081,0.14003,0.13925,0.13848,0.13772,0.13697,0.13622,0.13549,0.13476,0.13404,0.13333,0.13262,0.13192,0.13123,0.13055,0.12987,0.12921,0.12854,0.12789,0.12724,0.1266,0.12596,0.12533,0.12471,0.12409,0.12348,0.12287,0.12227,0.12168,0.12109,0.12051,0.11994,0.11936,0.1188,0.11824,0.11768,0.11713,0.11659,0.11605,0.11551,0.11499,0.11446,0.11394,0.11342,0.11291,0.11241,0.11191,0.11141,0.11092,0.11043,0.10994,0.10946,0.10899,0.10852,0.10805,0.10758,0.10713,0.10667,0.10622,0.10577,0.10533,0.10488,0.10445,0.10401,0.10358,0.10316,0.10274,0.10232,0.1019,0.10149,0.10108,0.10067,0.10027,0.099872,0.099476,0.099082,0.098692,0.098306,0.097922,0.097541,0.097163,0.096788,0.096416,0.096046,0.09568,0.095316,0.094955,0.094597
0.16048,0.89993,0.87234,0.8464,0.82195,0.79888,0.77707,0.75641,0.73683,0.71823,0.70055,0.68372,0.66768,0.65238,0.63776,0.62378,0.6104,0.59758,0.58529,0.5735,0.56217,0.55128,0.5408,0.53072,0.521,0.51163,0.5026,0.49388,0.48545,0.47731,0.46944,0.46182,0.45444,0.4473,0.44038,0.43367,0.42716,0.42084,0.41471,0.40875,0.40297,0.39734,0.39187,0.38655,0.38137,0.37632,0.37141,0.36663,0.36196,0.35742,0.35299,0.34866,0.34444,0.34032,0.3363,0.33237,0.32854,0.32479,0.32112,0.31754,0.31403,0.31061,0.30725,0.30397,0.30076,0.29761,0.29453,0.29152,0.28856,0.28567,0.28283,0.28004,0.27731,0.27464,0.27201,0.26944,0.26691,0.26443,0.262,0.25961,0.25726,0.25495,0.25269,0.25047,0.24828,0.24613,0.24402,0.24195,0.23991,0.2379,0.23593,0.23399,0.23208,0.23021,0.22836,0.22654,0.22475,0.22299,0.22126,0.21955,0.21787,0.21621,0.21458,0.21298,0.2114,0.20984,0.2083,0.20679,0.2053,0.20383,0.20238,0.20095,0.19954,0.19815,0.19678,0.19543,0.1941,0.19278,0.19148,0.1902,0.18894,0.18769,0.18647,0.18525,0.18405,0.18287,0.1817,0.18055,0.17941,0.17829,0.17718,0.17608,0.175,0.17393,0.17287,0.17183,0.1708,0.16978,0.16877,0.16778,0.16679,0.16582,0.16486,0.16391,0.16297,0.16205,0.16113,0.16022,0.15932,0.15844,0.15756,0.15669,0.15583,0.15499,0.15415,0.15332,0.15249,0.15168,0.15088,0.15008,0.14929,0.14852,0.14774,0.14698,0.14623,0.14548,0.14474,0.14401,0.14328,0.14256,0.14185,0.14115,0.14045,0.13976,0.13908,0.1384,0.13773,0.13707,0.13641,0.13576,0.13512,0.13448,0.13385,0.13322,0.1326,0.13198,0.13138,0.13077,0.13017,0.12958,0.12899,0.12841,0.12783,0.12726,0.1267,0.12613,0.12558,0.12503,0.12448,0.12394,0.1234,0.12287,0.12234,0.12182,0.1213,0.12078,0.12027,0.11976,0.11926,0.11877,0.11827,0.11778,0.1173,0.11682,0.11634,0.11586,0.11539,0.11493,0.11447,0.11401,0.11355,0.1131,0.11265,0.11221,0.11177,0.11133,0.1109,0.11047,0.11004,0.10962,0.1092,0.10878,0.10836,0.10795,0.10755,0.10714,0.10674,0.10634,0.10594
0.1834,0.90349,0.87915,0.85608,0.83419,0.81339,0.79361,0.77476,0.75679,0.73963,0.72324,0.70755,0.69253,0.67814,0.66433,0.65107,0.63834,0.62609,0.6143,0.60295,0.592,0.58145,0.57127,0.56144,0.55194,0.54276,0.53388,0.52529,0.51696,0.5089,0.50108,0.4935,0.48615,0.47901,0.47208,0.46535,0.4588,0.45244,0.44625,0.44023,0.43437,0.42866,0.4231,0.41769,0.41241,0.40726,0.40224,0.39734,0.39256,0.38789,0.38333,0.37888,0.37453,0.37028,0.36613,0.36206,0.35809,0.3542,0.3504,0.34668,0.34303,0.33946,0.33597,0.33254,0.32919,0.3259,0.32267,0.31951,0.31642,0.31338,0.3104,0.30747,0.3046,0.30178,0.29902,0.2963,0.29363,0.29102,0.28844,0.28591,0.28343,0.28099,0.27859,0.27623,0.27391,0.27163,0.26939,0.26718,0.26501,0.26288,0.26078,0.25871,0.25667,0.25467,0.2527,0.25076,0.24884,0.24696,0.2451,0.24328,0.24148,0.2397,0.23795,0.23623,0.23453,0.23286,0.23121,0.22958,0.22798,0.22639,0.22483,0.2233,0.22178,0.22028,0.2188,0.21735,0.21591,0.21449,0.21309,0.2117,0.21034,0.20899,0.20766,0.20635,0.20505,0.20377,0.20251,0.20126,0.20002,0.1988,0.1976,0.19641,0.19524,0.19407,0.19293,0.19179,0.19067,0.18956,0.18847,0.18739,0.18632,0.18526,0.18421,0.18318,0.18216,0.18114,0.18014,0.17915,0.17818,0.17721,0.17625,0.1753,0.17437,0.17344,0.17252,0.17162,0.17072,0.16983,0.16895,0.16808,0.16722,0.16636,0.16552,0.16469,0.16386,0.16304,0.16223,0.16143,0.16063,0.15984,0.15907,0.15829,0.15753,0.15677,0.15602,0.15528,0.15454,0.15382,0.15309,0.15238,0.15167,0.15097,0.15027,0.14958,0.1489,0.14823,0.14755,0.14689,0.14623,0.14558,0.14493,0.14429,0.14366,0.14303,0.1424,0.14178,0.14117,0.14056,0.13996,0.13936,0.13877,0.13818,0.1376,0.13702,0.13645,0.13588,0.13532,0.13476,0.1342,0.13365,0.13311,0.13257,0.13203,0.1315,0.13097,0.13045,0.12993,0.12941,0.1289,0.12839,0.12789,0.12739,0.12689,0.1264,0.12592,0.12543,0.12495,0.12447,0.124,0.12353,0.12307,0.1226,0.12214,0.12169,0.12124,0.12079,0.12034,0.1199,0.11946
0.20633,0.90758,0.8853,0.86409,0.84387,0.82457,0.80614,0.78851,0.77164,0.75548,0.73997,0.7251,0.7108,0.69706,0.68385,0.67112,0.65886,0.64704,0.63563,0.62462,0.61399,0.60371,0.59377,0.58415,0.57484,0.56582,0.55708,0.5486,0.54038,0.5324,0.52466,0.51713,0.50982,0.50272,0.49581,0.48908,0.48254,0.47617,0.46996,0.46391,0.45802,0.45228,0.44668,0.44121,0.43588,0.43067,0.42559,0.42063,0.41578,0.41104,0.4064,0.40188,0.39745,0.39311,0.38887,0.38473,0.38066,0.37669,0.37279,0.36898,0.36524,0.36158,0.35799,0.35447,0.35102,0.34764,0.34432,0.34106,0.33787,0.33473,0.33165,0.32863,0.32566,0.32275,0.31988,0.31707,0.31431,0.31159,0.30892,0.3063,0.30372,0.30118,0.29869,0.29623,0.29382,0.29145,0.28911,0.28681,0.28455,0.28232,0.28013,0.27797,0.27584,0.27375,0.27169,0.26965,0.26765,0.26568,0.26374,0.26182,0.25994,0.25808,0.25624,0.25443,0.25265,0.25089,0.24916,0.24745,0.24576,0.2441,0.24246,0.24084,0.23924,0.23766,0.23611,0.23457,0.23306,0.23156,0.23008,0.22862,0.22718,0.22576,0.22436,0.22297,0.2216,0.22025,0.21891,0.21759,0.21628,0.21499,0.21372,0.21246,0.21122,0.20999,0.20877,0.20757,0.20638,0.20521,0.20405,0.2029,0.20176,0.20064,0.19953,0.19843,0.19735,0.19627,0.19521,0.19416,0.19312,0.19209,0.19107,0.19007,0.18907,0.18808,0.18711,0.18614,0.18519,0.18424,0.1833,0.18238,0.18146,0.18055,0.17965,0.17876,0.17788,0.177,0.17614,0.17528,0.17444,0.1736,0.17276,0.17194,0.17112,0.17032,0.16952,0.16872,0.16794,0.16716,0.16639,0.16562,0.16487,0.16412,0.16337,0.16264,0.16191,0.16118,0.16046,0.15975,0.15905,0.15835,0.15766,0.15697,0.15629,0.15562,0.15495,0.15429,0.15363,0.15298,0.15233,0.15169,0.15105,0.15042,0.1498,0.14918,0.14857,0.14796,0.14735,0.14675,0.14616,0.14557,0.14498,0.1444,0.14383,0.14325,0.14269,0.14212,0.14157,0.14101,0.14046,0.13992,0.13938,0.13884,0.13831,0.13778,0.13726,0.13674,0.13622,0.13571,0.1352,0.13469,0.13419,0.13369,0.1332,0.13271,0.13222,0.13174,0.13126,0.13078,0.13031
0.22925,0.90608,0.88609,0.86696,0.84864,0.83108,0.81423,0.79805,0.7825,0.76754,0.75315,0.73929,0.72592,0.71303,0.70059,0.68858,0.67697,0.66575,0.65489,0.64439,0.63421,0.62435,0.61479,0.60552,0.59653,0.5878,0.57932,0.57108,0.56307,0.55529,0.54771,0.54034,0.53317,0.52618,0.51938,0.51275,0.50628,0.49998,0.49383,0.48783,0.48198,0.47626,0.47068,0.46523,0.4599,0.45469,0.4496,0.44463,0.43976,0.43499,0.43033,0.42577,0.4213,0.41693,0.41265,0.40845,0.40434,0.40031,0.39635,0.39248,0.38868,0.38496,0.3813,0.37772,0.3742,0.37074,0.36735,0.36402,0.36075,0.35754,0.35438,0.35128,0.34824,0.34524,0.3423,0.33941,0.33656,0.33377,0.33102,0.32831,0.32565,0.32303,0.32045,0.31791,0.31542,0.31296,0.31054,0.30816,0.30581,0.3035,0.30122,0.29898,0.29677,0.29459,0.29245,0.29033,0.28825,0.28619,0.28417,0.28217,0.2802,0.27826,0.27635,0.27446,0.2726,0.27076,0.26895,0.26716,0.26539,0.26365,0.26193,0.26023,0.25856,0.2569,0.25527,0.25366,0.25206,0.25049,0.24894,0.24741,0.24589,0.24439,0.24292,0.24146,0.24001,0.23859,0.23718,0.23579,0.23441,0.23305,0.2317,0.23037,0.22906,0.22776,0.22648,0.22521,0.22395,0.22271,0.22148,0.22027,0.21906,0.21788,0.2167,0.21554,0.21439,0.21325,0.21212,0.21101,0.2099,0.20881,0.20773,0.20666,0.20561,0.20456,0.20352,0.2025,0.20148,0.20047,0.19948,0.19849,0.19752,0.19655,0.19559,0.19464,0.19371,0.19278,0.19185,0.19094,0.19004,0.18914,0.18826,0.18738,0.18651,0.18565,0.18479,0.18395,0.18311,0.18228,0.18145,0.18064,0.17983,0.17903,0.17823,0.17744,0.17666,0.17589,0.17512,0.17436,0.17361,0.17286,0.17212,0.17139,0.17066,0.16994,0.16922,0.16851,0.1678,0.16711,0.16641,0.16573,0.16505,0.16437,0.1637,0.16304,0.16238,0.16172,0.16107,0.16043,0.15979,0.15916,0.15853,0.15791,0.15729,0.15668,0.15607,0.15546,0.15486,0.15427,0.15368,0.15309,0.15251,0.15193,0.15136,0.15079,0.15023,0.14967,0.14911,0.14856,0.14801,0.14747,0.14693,0.1464,0.14586,0.14534,0.14481,0.14429,0.14377,0.14326,0.14275
